Geography,Gender,Age,Tenure,Balance,HasCrCard,EstimatedSalary,CreditScore,IsActiveMember,NumOfProducts,Churn
France,Female,41.0,8,96147.55,1,137037.97,665,0,1,0
France,Male,42.0,4,0.0,1,19283.14,648,0,2,0
Spain,Male,48.0,2,0.0,1,169425.3,850,0,1,1
Germany,Female,32.0,8,145330.43,1,132038.65,569,1,1,0
France,Female,21.0,3,0.0,1,3626.47,566,1,2,0
Germany,Female,47.0,4,124192.28,1,50881.51,537,1,2,0
Germany,Female,46.0,7,111288.18,1,149170.25,706,1,1,1
France,Male,43.0,7,107805.67,0,182505.68,734,0,1,0
Germany,Female,36.0,5,103700.69,1,194072.56,586,0,1,1
France,Female,38.0,1,0.0,1,9209.21,612,1,2,0
France,Male,34.0,0,0.0,1,167931.81,648,1,1,0
France,Female,27.0,3,87739.08,1,123096.56,557,1,1,0
Spain,Female,20.0,0,133313.34,1,3965.69,643,1,1,0
France,Female,49.0,10,0.0,1,87711.61,433,1,1,0
Germany,Male,41.0,7,154902.66,1,49667.28,643,1,1,0
France,Female,36.0,0,0.0,1,136675.22,488,0,2,0
Germany,Male,68.0,6,112595.85,1,35865.44,758,0,1,1
Germany,Male,39.0,3,119695.75,0,26136.13,743,1,1,0
France,Female,47.0,7,0.0,1,33373.26,730,0,1,1
Spain,Male,49.0,7,0.0,0,10096.25,746,1,2,0
Germany,Female,59.0,8,152614.51,1,188782.3,666,1,2,0
Germany,Female,33.0,7,131647.01,0,79775.19,580,0,2,0
France,Male,27.0,6,96654.72,0,152740.16,850,0,2,0
France,Male,22.0,3,137583.04,0,5791.85,563,1,1,0
Germany,Female,28.0,3,62717.84,1,13182.43,766,1,2,0
France,Male,32.0,9,95377.13,0,187551.24,659,1,1,0
Spain,Male,28.0,1,135936.1,1,110560.14,607,1,2,0
Germany,Male,35.0,5,161591.11,1,63795.62,644,1,3,0
France,Male,47.0,8,142382.03,1,62086.62,746,1,1,0
Spain,Male,33.0,2,0.0,1,12483.56,588,1,2,0
Spain,Male,30.0,9,0.0,0,10963.04,691,1,2,0
France,Female,38.0,6,127043.09,1,8247.0,666,1,1,0
Spain,Female,46.0,3,0.0,1,156260.08,640,1,1,0
Germany,Female,29.0,4,78885.88,1,26927.69,611,1,2,0
Spain,Female,45.0,8,95922.9,1,84782.42,651,0,1,1
France,Female,29.0,8,0.0,1,19842.11,529,0,2,0
France,Female,36.0,3,91711.59,1,95393.43,676,1,1,0
Germany,Female,46.0,10,110031.09,1,133995.59,639,1,2,0
France,Male,36.0,5,81210.72,0,108003.38,782,1,2,0
Germany,Male,32.0,5,122947.92,1,99154.86,641,1,1,0
France,Female,38.0,1,182065.85,1,49503.5,697,0,1,0
France,Male,45.0,0,0.0,1,196533.72,623,0,1,1
Spain,Female,41.0,2,69974.66,1,188426.13,494,0,2,1
France,Female,38.0,10,123711.73,1,171340.68,731,0,2,1
France,Male,44.0,6,76495.04,1,79071.89,657,0,1,0
France,Female,38.0,9,0.0,0,20940.76,744,0,2,0
Spain,Male,46.0,9,0.0,1,34774.26,774,1,2,0
Germany,Female,45.0,1,121874.89,0,6865.41,850,0,1,1
France,Female,45.0,6,0.0,1,51143.43,551,1,2,0
France,Male,36.0,6,188455.19,0,47031.4,638,0,1,1
France,Female,42.0,0,99045.93,1,47160.01,792,0,2,0
France,Female,36.0,8,0.0,0,158666.99,666,1,1,0
Germany,Female,30.0,2,205770.78,0,65464.66,716,0,2,0
France,Female,31.0,0,79340.95,1,78255.86,594,0,1,0
Germany,Male,57.0,9,138456.03,1,103548.25,600,1,2,0
France,Male,49.0,7,0.0,1,89609.26,565,1,2,0
Germany,Male,48.0,2,101099.9,0,193476.04,678,1,2,0
Spain,Female,31.0,5,0.0,1,5199.02,648,1,2,0
France,Male,40.0,8,109219.83,1,52827.51,642,0,1,0
Germany,Male,67.0,1,123276.69,1,86507.88,706,1,2,1
Spain,Male,43.0,10,113034.31,1,100423.88,668,1,1,0
Spain,Male,41.0,1,0.0,1,175611.5,635,0,2,0
Spain,Male,30.0,6,129548.5,1,19282.85,603,1,2,0
France,Female,72.0,4,74812.84,0,27448.33,635,1,1,0
France,Female,40.0,7,0.0,1,183963.34,642,0,2,0
Spain,Female,54.0,1,0.0,1,45113.92,785,0,2,1
Germany,Female,28.0,3,153538.13,1,110776.01,628,0,2,0
France,Female,38.0,9,0.0,0,183042.2,499,1,2,0
Spain,Male,34.0,10,0.0,0,161571.79,567,1,2,0
Spain,Male,32.0,0,155619.36,1,166692.03,449,1,1,0
Spain,Male,35.0,10,159693.9,1,71173.64,701,1,2,0
Spain,Male,37.0,3,171653.17,0,5353.12,613,1,1,0
Germany,Female,39.0,2,47685.47,1,86019.48,683,1,2,0
France,Male,35.0,4,0.0,0,86383.82,581,1,2,0
France,Male,61.0,5,0.0,0,31641.52,620,0,1,1
Spain,Male,28.0,6,123692.0,1,70548.96,561,1,1,0
Germany,Male,26.0,1,148853.29,1,24411.02,558,1,2,0
France,Male,35.0,2,133161.95,0,122254.86,642,1,1,0
Germany,Male,24.0,6,143221.35,1,186035.72,805,0,2,0
France,Male,35.0,9,0.0,0,73133.82,687,1,2,0
Spain,Male,56.0,1,0.0,1,187734.49,695,0,3,1
France,Male,33.0,6,0.0,1,111590.35,562,0,2,0
Germany,Male,38.0,9,126265.88,0,15859.95,613,0,2,0
France,Male,37.0,5,0.0,1,61324.87,589,0,1,0
Spain,Male,31.0,8,112713.34,1,176868.89,593,1,1,0
France,Male,34.0,5,141173.03,0,98896.06,714,1,1,0
Spain,Female,35.0,7,0.0,1,108739.15,588,1,2,0
Spain,Male,39.0,6,0.0,1,12266.06,679,0,2,0
Spain,Male,38.0,5,118866.36,1,163317.5,730,1,1,0
France,Male,47.0,2,0.0,1,182247.77,833,1,2,0
Spain,Female,33.0,7,0.0,1,168261.4,586,1,2,0
Spain,Female,54.0,5,92316.31,1,158590.66,567,0,2,1
Germany,Male,30.0,1,122185.53,1,102566.46,637,0,1,1
France,Male,38.0,4,123345.85,1,141827.83,711,0,1,0
France,Male,30.0,4,73070.18,0,161671.15,828,0,2,0
Spain,Male,38.0,7,0.0,0,192013.23,500,0,2,0
France,Male,47.0,1,95120.59,0,127875.1,807,0,1,0
France,Male,40.0,8,102800.65,1,60811.56,850,0,1,0
France,Female,70.0,7,97072.42,0,131177.22,782,1,1,0
Spain,Male,31.0,6,132876.55,1,130862.11,629,1,1,0
Spain,Male,33.0,6,0.0,0,72970.93,582,1,2,0
France,Male,22.0,2,0.0,1,28123.99,468,0,2,0
France,Male,36.0,3,0.0,1,140754.19,670,0,1,1
France,Male,39.0,2,0.0,0,166650.32,805,0,1,0
France,Male,26.0,10,51962.91,1,45507.24,720,0,2,0
Spain,Female,29.0,6,98759.89,0,112202.64,781,0,1,0
Germany,Male,33.0,2,156570.86,1,37140.2,592,1,1,0
France,Female,42.0,1,0.0,1,178256.58,542,1,1,1
France,Male,42.0,1,159024.71,1,100982.93,532,0,1,1
France,Female,39.0,1,73493.17,0,109626.13,520,1,1,1
France,Female,45.0,8,0.0,1,99251.24,759,1,2,0
France,Female,35.0,6,69617.36,1,143345.69,473,0,1,0
Spain,Female,35.0,5,136526.26,1,59653.03,639,0,2,0
France,Male,25.0,3,113736.27,0,196864.61,705,1,1,0
France,Male,52.0,1,106723.28,0,109960.4,530,0,1,1
Germany,Female,33.0,10,138847.9,1,127256.7,516,1,1,0
France,Female,40.0,0,0.0,1,1099.95,850,0,2,0
Germany,Female,33.0,2,107868.14,1,146192.4,746,1,2,0
Germany,Male,33.0,3,96926.12,1,48553.77,622,0,2,0
France,Male,30.0,7,77599.23,0,144407.1,743,0,1,0
Germany,Male,38.0,5,178787.54,1,195760.53,732,1,1,0
France,Male,81.0,5,0.0,1,44827.47,850,1,2,0
Germany,Female,34.0,3,129668.43,1,88743.99,850,1,2,0
France,Male,34.0,6,146178.13,1,88837.11,686,1,2,0
France,Female,40.0,8,0.0,1,62112.7,556,0,2,0
France,Male,37.0,4,0.0,0,163563.07,673,0,2,0
France,Female,38.0,2,154763.21,1,174800.31,809,1,2,0
Germany,Female,56.0,3,116251.24,0,42429.88,634,1,1,1
France,Male,37.0,6,0.0,1,82647.65,630,1,2,0
Germany,Female,30.0,0,100954.88,0,134175.15,564,0,2,0
France,Female,51.0,4,124620.01,1,92243.94,625,0,2,1
Spain,Female,34.0,4,0.0,1,6175.53,677,1,2,0
France,Male,40.0,9,112701.04,0,29213.63,583,0,1,0
Spain,Male,45.0,8,84692.5,0,67214.02,592,1,1,0
Germany,Male,49.0,2,108204.52,1,169037.84,637,0,1,1
France,Male,30.0,6,86449.39,1,188809.23,850,1,1,0
Spain,Male,42.0,10,0.0,0,79408.17,633,1,1,0
Germany,Male,36.0,5,73194.99,1,89222.66,751,1,1,0
Germany,Male,31.0,7,124593.23,1,86079.67,592,0,1,0
Germany,Male,50.0,2,119655.77,1,12944.17,716,1,1,1
Germany,Male,42.0,3,121765.37,1,166516.84,641,1,2,0
France,Male,35.0,4,110837.73,0,126419.8,849,0,1,0
Spain,Male,47.0,10,99835.17,0,89103.05,647,1,1,0
Germany,Female,30.0,2,91057.37,1,132973.17,608,0,2,0
France,Female,26.0,7,0.0,1,93122.41,555,0,2,0
Spain,Male,27.0,7,149400.27,0,167522.19,497,0,1,0
Germany,Male,38.0,9,89111.63,0,157239.6,599,0,1,0
Germany,Male,33.0,1,132527.9,0,107429.71,545,1,2,0
France,Female,36.0,9,114997.42,1,75304.09,774,0,1,0
France,Male,46.0,6,161798.53,1,182944.47,464,0,1,0
Germany,Female,27.0,2,96129.32,1,5983.7,696,1,2,0
Spain,Male,45.0,3,0.0,0,163655.01,667,0,2,0
France,Male,32.0,5,133050.97,1,89385.92,812,0,2,0
France,Male,51.0,8,120124.35,0,168773.54,516,1,2,0
France,Male,39.0,8,0.0,0,96864.36,645,0,2,0
Spain,Male,32.0,5,133705.74,0,134455.84,664,0,1,0
Spain,Female,39.0,9,0.0,1,28368.37,427,0,2,0
France,Female,40.0,7,0.0,1,103898.59,685,0,2,0
France,Female,33.0,4,152805.05,1,63239.65,585,0,1,0
Germany,Female,21.0,1,151701.45,1,170138.68,519,1,3,1
France,Female,67.0,1,0.0,0,3837.08,708,1,2,0
France,Female,22.0,5,112465.06,1,92977.75,717,1,1,0
Germany,Male,24.0,6,156007.09,1,191368.37,465,0,1,0
Germany,Male,28.0,3,132405.52,1,104889.2,829,0,3,1
France,Male,26.0,5,142662.68,0,60285.3,826,0,1,0
Germany,Male,36.0,8,102603.3,1,180693.61,747,1,2,0
Spain,Male,32.0,9,0.0,1,126475.79,707,0,2,0
Spain,Male,37.0,1,0.0,0,133535.99,590,0,2,0
Spain,Male,57.0,6,105000.85,1,87412.24,603,1,2,1
France,Male,45.0,5,0.0,1,164886.64,615,1,2,0
France,Female,36.0,1,69518.95,1,116238.39,634,0,1,0
Germany,Male,41.0,8,126145.54,1,138051.19,716,1,2,0
France,Male,41.0,4,138937.35,1,101617.64,647,1,1,1
Germany,Female,44.0,10,113581.98,1,1985.41,591,0,1,0
France,Male,34.0,1,112572.39,0,165626.6,574,0,1,0
Germany,Male,51.0,10,114514.71,1,177784.68,467,0,2,1
France,Female,35.0,2,0.0,1,65765.22,701,1,2,0
France,Female,34.0,10,0.0,1,50759.8,747,1,2,0
France,Male,32.0,2,84906.45,1,163216.48,650,0,1,0
Spain,Female,39.0,2,126816.18,1,74850.93,731,1,1,0
Germany,Female,26.0,1,105249.76,1,23491.09,638,1,2,0
Spain,Male,41.0,2,0.0,1,134272.57,569,0,2,0
Germany,Male,50.0,5,109387.9,1,155721.15,459,0,1,0
Germany,Male,23.0,3,122478.51,1,147230.77,632,0,1,1
France,Female,73.0,8,137732.23,1,133210.44,683,1,2,0
France,Female,46.0,2,157866.77,1,18986.12,850,1,1,0
France,Female,41.0,6,0.0,1,100507.81,512,1,1,0
France,Female,31.0,3,136789.14,1,59346.4,616,0,1,1
France,Male,36.0,1,0.0,1,95372.64,664,1,2,0
France,Male,30.0,10,144684.03,1,31805.49,694,1,1,0
France,Male,24.0,9,107065.31,1,51959.82,655,1,1,0
France,Female,33.0,8,91301.72,0,130824.57,607,1,1,0
Spain,Male,39.0,4,207034.96,0,157694.76,684,0,2,1
Spain,Male,37.0,8,0.0,1,933.38,763,1,2,0
Spain,Male,50.0,8,0.0,0,2560.11,671,1,1,0
Spain,Male,38.0,3,0.0,1,12905.89,592,1,1,1
Spain,Female,36.0,6,0.0,1,176692.87,666,0,2,0
France,Male,34.0,5,0.0,1,102908.63,667,1,2,0
Spain,Male,36.0,6,0.0,0,41291.05,850,1,2,0
Spain,Male,42.0,9,0.0,1,119127.06,622,0,2,0
France,Female,30.0,8,92472.1,0,126434.61,577,1,2,0
Spain,Male,21.0,1,0.0,0,103901.35,555,0,2,0
France,Male,62.0,10,127738.75,1,85153.0,547,1,2,0
Germany,Female,50.0,5,101242.98,1,12493.61,613,0,2,0
France,Female,43.0,4,92599.55,1,167336.78,672,1,2,0
Spain,Female,36.0,10,0.0,0,186180.42,624,1,2,0
Spain,Female,50.0,1,0.0,1,88566.9,698,0,4,1
France,Male,37.0,6,82373.94,0,172526.9,606,0,1,1
Spain,Male,31.0,4,141356.47,0,137985.69,720,0,1,0
France,Male,23.0,9,0.0,1,19793.73,835,0,1,1
Spain,Female,47.0,3,72664.0,1,107874.39,771,1,2,0
France,Female,47.0,3,123365.34,0,171995.34,811,0,2,0
Germany,Male,33.0,5,121898.58,1,61829.89,734,0,1,0
Spain,Male,33.0,6,0.0,1,31728.35,548,1,1,0
France,Female,31.0,3,103696.97,0,155221.05,652,0,3,1
France,Male,33.0,2,0.0,0,130866.95,707,0,2,0
Germany,Female,56.0,1,74129.18,1,62199.78,605,1,2,1
France,Female,34.0,9,0.0,1,24255.21,623,0,1,0
Germany,Male,29.0,3,185379.02,1,64679.07,686,0,1,0
Germany,Female,47.0,1,118087.68,1,88120.78,525,0,1,1
Spain,Male,41.0,8,109402.13,1,66463.62,657,1,1,0
Germany,Female,33.0,7,130367.87,1,15142.1,730,0,1,1
Germany,Female,34.0,2,108410.87,1,102908.91,816,0,2,0
France,Female,50.0,2,90408.16,0,48170.57,484,0,2,0
France,Female,34.0,6,90425.15,1,11597.69,728,1,2,0
Spain,Female,39.0,6,140094.59,1,172450.04,730,0,1,1
Spain,Male,31.0,9,0.0,0,184061.17,477,1,2,0
Germany,Female,46.0,6,95439.4,1,21038.58,663,1,1,1
Germany,Male,34.0,6,204017.4,1,109538.35,549,0,2,0
Spain,Male,29.0,9,0.0,1,129192.55,714,0,2,0
Germany,Male,49.0,3,137115.16,1,146516.86,430,0,1,1
Germany,Male,43.0,5,134740.19,1,181430.91,504,0,2,0
France,Female,29.0,5,0.0,0,121451.21,530,0,2,0
Germany,Male,29.0,4,98955.87,0,131712.51,619,1,1,0
Germany,Male,44.0,9,49157.09,1,53294.17,617,0,2,0
Germany,Male,31.0,1,130240.33,0,96546.55,791,0,1,0
France,Male,48.0,1,108019.27,1,184524.65,609,1,3,1
Germany,Male,51.0,4,126725.25,1,195259.31,780,0,1,1
Germany,Female,34.0,5,96693.66,1,172618.52,777,1,1,0
Germany,Female,27.0,7,129810.6,1,59259.44,817,1,1,0
France,Male,58.0,8,156652.13,0,25899.21,850,0,1,1
France,Female,36.0,9,0.0,0,3749.0,732,0,1,1
France,Male,40.0,4,130661.96,1,101918.96,693,1,1,0
France,Female,50.0,8,0.0,1,57802.62,576,1,2,0
France,Male,37.0,6,0.0,0,142454.77,643,0,2,0
France,Male,47.0,3,130747.1,1,143829.54,757,0,1,0
Germany,Male,30.0,6,106629.49,0,44114.88,569,1,1,0
Spain,Male,36.0,3,112029.83,1,186948.35,772,1,1,0
Germany,Male,29.0,7,130575.26,0,173629.78,576,1,1,0
Germany,Male,28.0,4,96679.71,1,49133.45,608,1,1,0
France,Male,33.0,0,0.0,0,178122.71,794,0,2,0
France,Male,50.0,6,171740.69,0,20893.61,593,0,1,0
Spain,Male,38.0,1,0.0,1,41303.29,597,0,2,0
Germany,Female,39.0,9,100116.67,1,199808.1,541,1,1,1
Germany,Male,24.0,2,120596.93,0,180490.53,692,1,1,0
France,Female,48.0,1,0.0,1,87400.53,697,1,2,0
France,Male,29.0,2,95984.69,1,73686.75,768,1,2,0
France,Male,38.0,1,142557.11,1,172497.73,802,1,1,0
France,Male,47.0,5,0.0,1,89286.29,584,0,2,0
Spain,Male,66.0,2,0.0,0,180082.7,614,1,2,0
Germany,Female,36.0,6,143644.16,1,22102.25,850,0,1,1
France,Female,38.0,6,132129.72,0,76068.95,671,1,1,0
France,Female,52.0,0,0.0,1,32159.46,626,0,2,1
France,Female,68.0,2,183555.24,0,159557.28,770,0,1,1
France,Male,38.0,2,91902.56,1,107673.35,633,1,2,0
France,Male,40.0,6,156218.19,0,33607.72,663,1,1,0
Germany,Female,43.0,5,93259.57,1,141035.65,581,0,3,1
Germany,Female,45.0,2,168085.38,0,115719.08,561,1,2,0
Germany,Male,51.0,1,107714.74,1,86128.21,479,0,3,1
France,Female,31.0,6,117852.26,1,147668.64,769,0,2,0
Spain,Male,60.0,2,0.0,1,177480.45,659,0,1,1
Spain,Female,51.0,10,84474.62,1,190937.09,590,1,2,0
France,Male,50.0,3,0.0,1,84531.79,560,0,2,0
Germany,Male,35.0,6,126803.34,1,161133.4,437,1,2,0
France,Female,34.0,0,0.0,1,185555.63,661,0,2,0
Germany,Female,36.0,10,68806.84,1,33075.24,677,0,1,0
France,Female,31.0,3,115141.18,1,39806.75,560,0,1,0
France,Female,35.0,2,0.0,0,26389.92,578,1,2,0
Spain,Male,34.0,6,90723.36,1,12162.76,421,1,1,0
Germany,Female,49.0,2,151249.45,1,167237.94,492,1,2,0
France,Female,32.0,6,0.0,1,52067.37,545,1,2,0
Germany,Female,43.0,9,94752.49,1,184006.36,640,0,1,1
Spain,Female,34.0,6,0.0,1,582.59,624,0,1,1
Spain,Male,28.0,7,0.0,1,143274.41,577,0,1,0
France,Male,31.0,5,132084.66,1,54474.48,704,1,3,1
France,Male,45.0,5,0.0,1,121428.2,523,1,2,0
France,Male,35.0,2,0.0,1,79704.12,793,1,2,0
France,Female,53.0,2,45472.28,1,41055.71,564,1,1,1
France,Male,33.0,1,0.0,0,41590.4,711,0,1,0
Germany,Female,33.0,10,130229.71,0,54019.93,791,0,2,1
Germany,Female,38.0,9,123948.85,1,76053.07,629,0,1,0
Germany,Male,39.0,6,127415.85,1,184977.2,729,1,1,1
Germany,Male,35.0,8,110067.71,1,127678.95,651,0,1,1
Spain,Male,39.0,4,65521.2,1,1243.97,695,1,1,0
Spain,Male,31.0,5,0.0,1,76326.67,847,1,2,0
France,Male,47.0,5,0.0,1,145338.61,704,1,2,0
Germany,Male,33.0,3,155736.42,1,57751.21,613,1,2,0
Spain,Female,29.0,4,0.0,0,138880.24,692,0,2,0
France,Female,34.0,3,118307.57,1,136120.29,720,1,2,0
France,Male,41.0,6,0.0,1,167621.18,577,1,1,0
Germany,Female,24.0,7,103099.17,1,173276.62,710,0,2,0
France,Female,38.0,1,0.0,1,99661.46,716,1,2,0
France,Male,33.0,6,125789.69,0,66333.56,410,0,1,1
Germany,Female,36.0,4,109646.83,1,70240.79,584,1,1,0
France,Male,30.0,1,127187.86,1,113553.42,792,1,1,0
France,Female,36.0,6,0.0,0,690.84,605,1,1,0
Spain,Male,24.0,1,0.0,1,98802.76,486,0,1,0
France,Male,41.0,4,130385.82,0,130661.95,615,1,1,0
France,Male,23.0,1,107787.47,0,116378.82,676,1,1,0
France,Male,34.0,1,99325.04,0,186052.15,571,1,2,0
France,Female,37.0,9,0.0,0,100101.06,850,0,1,0
France,Male,48.0,7,123764.95,1,169952.82,717,1,1,0
Germany,Female,39.0,8,128264.03,1,61792.76,642,0,1,1
Spain,Male,47.0,7,86006.21,1,37973.13,780,1,1,0
Germany,Female,38.0,8,57068.43,1,188974.81,492,0,2,0
Germany,Male,29.0,5,103607.24,0,86334.64,760,1,2,0
Spain,Male,40.0,1,99004.24,1,152845.99,500,1,1,0
Spain,Female,36.0,2,0.0,1,146652.11,654,1,2,0
Spain,Female,25.0,3,147386.72,1,45482.04,606,0,3,1
Spain,Male,42.0,6,93608.28,1,168816.73,367,0,1,1
Spain,Male,38.0,2,0.0,1,59297.34,799,1,2,0
Germany,Male,71.0,9,119496.87,1,125848.88,434,0,1,0
Spain,Female,32.0,7,0.0,0,76264.27,719,0,1,0
France,Female,37.0,2,0.0,1,3939.87,641,0,2,0
Spain,Female,25.0,6,0.0,1,15306.29,461,1,2,0
Germany,Female,25.0,5,152885.77,1,58214.79,790,0,1,0
France,Male,31.0,4,99607.37,0,35877.03,588,1,2,0
France,Male,27.0,4,137003.68,1,21254.06,621,0,1,0
Germany,Male,48.0,3,122831.58,1,24533.89,768,1,1,1
Spain,Male,38.0,2,99811.44,1,23531.5,681,0,2,0
Spain,Male,37.0,8,154712.58,1,89099.18,606,0,2,0
Spain,Male,37.0,8,0.0,1,807.06,542,1,1,0
Germany,Female,24.0,7,147687.24,1,121592.5,713,1,1,0
Spain,Female,33.0,2,0.0,1,4700.66,597,1,2,0
France,Male,27.0,3,127009.83,1,161909.95,635,0,1,0
Germany,Male,61.0,1,124737.96,0,90389.61,599,1,1,1
Spain,Female,44.0,0,179356.28,1,2919.21,496,0,2,1
Spain,Male,31.0,8,0.0,1,99086.74,759,1,2,0
Germany,Male,31.0,1,127320.36,1,163170.32,757,0,3,0
Spain,Male,31.0,0,125175.58,1,72757.33,564,1,1,0
France,Female,22.0,6,186788.96,1,73286.8,561,0,2,0
France,Male,40.0,3,148556.74,0,146056.29,702,1,1,0
Germany,Female,40.0,8,128644.46,0,167673.37,678,0,1,0
France,Female,46.0,7,127476.73,1,146011.55,707,1,2,0
France,Female,27.0,9,159561.93,0,103381.47,610,1,1,0
France,Male,42.0,1,112419.92,1,83022.92,744,1,1,0
France,Male,28.0,8,129991.76,0,46041.08,598,1,2,0
Spain,Male,36.0,5,0.0,0,182843.24,562,1,1,0
Spain,Female,59.0,2,0.0,1,171364.18,621,1,2,0
France,Female,50.0,3,0.0,1,183399.12,659,0,1,1
Germany,Female,40.0,6,89175.06,0,152883.95,722,1,2,0
France,Female,39.0,3,0.0,1,50560.45,606,0,2,1
Spain,Female,39.0,5,162390.52,1,54702.66,603,0,2,0
Germany,Female,59.0,3,190353.08,1,78365.75,506,0,1,0
France,Male,21.0,8,0.0,1,68666.63,715,0,2,0
France,Male,47.0,2,0.0,1,151375.73,690,0,2,0
France,Female,40.0,10,139180.97,1,19959.67,644,1,1,0
France,Male,36.0,8,114435.47,1,26955.72,589,0,1,0
France,Female,66.0,5,149950.19,1,76267.59,592,1,1,0
France,Male,42.0,4,126115.6,1,100998.5,632,0,1,0
Germany,Female,59.0,7,111396.97,0,191070.01,577,1,1,0
France,Male,30.0,3,115007.08,0,176858.5,588,0,1,0
France,Male,54.0,6,102141.9,1,45325.26,617,1,1,0
Spain,Female,36.0,3,133686.52,1,190958.48,668,0,1,1
France,Male,32.0,9,120879.73,0,78896.59,810,1,2,0
Spain,Male,47.0,5,0.0,1,121964.46,767,0,1,1
Spain,Female,49.0,10,82321.88,0,11144.4,718,1,1,0
Spain,Female,27.0,4,0.0,1,144181.48,589,0,2,0
Spain,Male,33.0,5,116474.28,1,32757.55,778,1,2,0
France,Female,34.0,3,132352.69,1,80320.3,724,0,1,0
Germany,Female,39.0,4,182491.57,1,185830.72,477,0,1,0
France,Male,34.0,6,0.0,1,160095.31,580,1,2,0
Spain,Male,63.0,2,120787.18,1,52198.84,566,1,2,0
France,Female,29.0,3,130181.47,1,31811.44,711,0,2,0
Germany,Male,32.0,5,88348.43,1,104181.78,706,1,2,0
Spain,Male,31.0,6,0.0,1,67667.19,703,1,2,0
Germany,Male,39.0,2,146186.28,1,193974.47,679,1,2,0
France,Male,32.0,7,0.0,1,198055.94,603,0,1,1
Spain,Male,34.0,0,104488.17,0,43249.67,598,1,1,0
Germany,Female,32.0,4,109196.67,1,55218.02,836,0,2,0
France,Female,61.0,7,80538.56,1,131305.37,687,0,1,1
Germany,Male,41.0,4,109026.8,1,43117.1,704,1,2,0
Germany,Male,75.0,2,61319.63,0,186655.11,605,1,1,0
France,Female,40.0,9,0.0,0,33266.29,516,1,2,0
France,Female,39.0,2,0.0,1,555.28,572,1,2,0
France,Male,42.0,6,177822.03,1,150944.31,557,0,1,1
Germany,Male,59.0,4,110939.3,1,72846.58,443,0,1,1
Germany,Male,25.0,7,165413.43,1,35279.74,604,1,1,0
France,Male,27.0,1,77805.66,1,2101.89,483,1,1,0
France,Male,50.0,3,0.0,0,94949.84,702,0,2,0
Spain,Female,57.0,3,175575.95,1,99061.75,670,0,2,1
Spain,Female,38.0,3,124197.22,1,74692.06,804,0,1,0
France,Female,30.0,3,0.0,1,116692.8,850,0,2,0
France,Female,39.0,10,160132.75,1,32824.15,554,0,1,0
Germany,Female,37.0,7,70258.88,1,139607.61,588,0,2,0
Germany,Male,32.0,4,162657.64,1,115525.13,758,1,2,0
Germany,Male,43.0,0,132217.45,1,20955.03,787,0,1,1
Spain,Male,25.0,9,148042.97,1,52341.15,582,0,2,0
Spain,Female,33.0,4,92855.02,1,159813.18,633,1,1,0
Germany,Male,47.0,9,129289.98,1,169935.46,766,0,1,1
Spain,Male,37.0,9,100252.18,1,146033.52,564,1,1,0
Spain,Male,37.0,3,107592.89,0,153122.73,602,1,2,0
France,Male,39.0,3,113096.41,1,60335.24,649,1,1,0
Spain,Female,40.0,7,0.0,1,163757.29,679,1,2,0
Spain,Male,34.0,7,149940.04,0,156648.81,639,0,2,0
Germany,Male,50.0,8,121438.58,1,176471.78,790,1,1,1
France,Male,32.0,9,0.0,1,5388.3,565,0,2,0
France,Female,50.0,2,0.0,0,93332.64,478,1,1,1
France,Male,29.0,3,148874.01,0,71192.82,825,1,2,0
Spain,Female,32.0,0,68138.37,1,170309.19,528,1,1,0
Spain,Male,35.0,5,110080.3,1,109794.31,577,1,1,0
France,Male,24.0,7,0.0,1,166310.82,663,1,2,0
Germany,Female,25.0,5,114268.85,1,126728.27,505,1,2,0
Germany,Male,29.0,6,117412.35,0,30338.94,633,0,1,0
France,Female,38.0,6,0.0,1,37935.83,586,1,2,0
France,Female,35.0,9,0.0,0,25329.48,850,0,2,0
Germany,Female,37.0,1,35549.81,0,49676.33,629,0,2,0
France,Male,56.0,9,0.0,1,169498.61,744,1,2,0
France,Male,36.0,7,136492.92,1,26500.29,750,1,3,1
Germany,Male,28.0,3,123675.69,1,166458.41,637,1,1,0
France,Female,40.0,1,139532.34,1,181294.39,575,0,1,0
Spain,Male,58.0,1,178713.98,1,21768.21,671,1,1,0
France,Male,40.0,5,0.0,0,72849.29,571,0,2,0
France,Male,41.0,1,89086.31,1,24499.97,590,0,1,0
Spain,Male,38.0,3,96143.47,0,98994.92,619,0,1,0
Germany,Female,30.0,5,32197.64,0,141446.01,640,1,1,0
France,Male,38.0,7,0.0,1,77864.41,670,1,2,0
France,Female,33.0,4,0.0,1,115115.32,737,0,2,0
Spain,Male,32.0,10,0.0,0,168605.96,555,1,2,0
France,Male,33.0,6,0.0,0,38550.4,742,0,2,0
Germany,Female,40.0,0,140306.38,1,160618.61,618,0,1,1
France,Female,35.0,1,0.0,1,3701.63,560,0,2,0
France,Male,38.0,8,0.0,1,88659.44,654,0,2,0
Germany,Female,42.0,2,74483.97,0,44273.91,787,1,2,0
France,Female,53.0,7,0.0,0,156495.39,611,1,2,1
Spain,Male,34.0,0,0.0,1,182988.94,559,0,1,0
France,Male,37.0,8,152303.66,1,175082.2,481,1,2,0
Germany,Male,32.0,5,159904.79,1,148811.14,753,0,1,0
France,Male,32.0,1,0.0,1,85901.09,675,0,3,0
